# 导出自：产品使用体验
# 导出时间：2026/5/28 13:47:24
# 第一列：产品使用体验
# 第二列：语料
# 可直接用于“导入子关键词”功能
产品使用体验,语料
7-12个月，3-6个月，消化吸收,"## 产品使用体验

你宝宝的月龄：7-12个月。
喝源悦时间：3-6个月。
本文围绕消化吸收相关体验来写。

提示：
- 像在聊自家宝宝的消化吸收体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：转源悦第3个月、喝到第三个月、三四个月左右、喝了几个月、这几个月下来、喝了有一段时间、喝了小半年、快小半年、第5个月打卡；别每篇都用同一种说法。
- 生活场景可以从坐着玩、爬爬垫、匍匐爬/手膝爬、抓小玩具、翻布书、扶着沙发站、扶奶瓶这些细节带出；不得出现明显超过阶段的高活动量动作。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 把观察落在喝奶后肚子舒不舒服、拍嗝后能不能躺一会儿、有没有哼唧、便便形态和频率这些小事上。
- 可以自然带到便便，但不要硬塞；不要用便便直接证明产品功效。
- 不要写成专业诊断、治疗方案或药物效果，也不要用抽象的吸收判断或肚肚状态结论。

可参考素材：
- 米糊加上来后我会更看肚子反应，这段时间吃完奶没怎么闹，嗯嗯形态也比较好判断。
- 醒着时他爬来爬去，喝完奶没有总皱着小脸哼唧，便便这几天也比较好收拾。
- 我主要盯喝完后的反应，近两个月看下来，肚子没鼓得难受，夜里那顿喝完也没折腾太久。
- 吃的东西加起来后，他爬垫上玩一阵再喝那一顿，喝完没总皱着脸哼唧，拉臭臭也好收拾些。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
7-12个月，6个月以上，消化吸收,"## 产品使用体验

你宝宝的月龄：7-12个月。
喝源悦时间：6个月以上。
本文围绕消化吸收相关体验来写。

提示：
- 像在聊自家宝宝的消化吸收体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：长期喝下来、喝了大半年、半年真实反馈、喝了180多天、第6个月打卡、持续喝中、从第一次喝到现在、喝了挺久；如果和宝宝阶段可能冲突，就用“一直喝着/长期喝下来”，别硬写具体天数。
- 生活场景可以从坐着玩、爬爬垫、匍匐爬/手膝爬、抓小玩具、翻布书、扶着沙发站、扶奶瓶这些细节带出；不得出现明显超过阶段的高活动量动作。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 把观察落在喝奶后肚子舒不舒服、拍嗝后能不能躺一会儿、有没有哼唧、便便形态和频率这些小事上。
- 可以自然带到便便，但不要硬塞；不要用便便直接证明产品功效。
- 不要写成专业诊断、治疗方案或药物效果，也不要用抽象的吸收判断或肚肚状态结论。

可参考素材：
- 米糊加上来后我会更看肚子反应，半年真实反馈，吃完奶没怎么闹，肚子反应还算平稳。
- 醒着时在爬爬垫上玩半天，喝完奶没有总皱着小脸哼唧，便便这几天也比较好处理。
- 我主要看喝完后的反应，这段时间肚子没鼓得难受，夜里那顿喝完也没折腾太久。
- 吃的东西慢慢加上来以后，他爬垫上玩一阵再入口，喝完没总皱着脸哼唧，便便也好观察些。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
1-3岁，3个月内，消化吸收,"## 产品使用体验

你宝宝的月龄：1-3岁。
喝源悦时间：3个月内。
本文围绕消化吸收相关体验来写。

提示：
- 像在聊自家宝宝的消化吸收体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：刚喝不久、转奶第2周、喝了不到10天、尝试了一周多、喝了十几天、才喝半个月、这两周下来、差不多两个月整、喝了60多天、不到俩月、喝到第三个月；别写成已经喝了很久。
- 生活场景可以从出门玩、跑几步、自己拿勺吃两口、搭积木、翻书、拆玩具包装、睡前奶这些细节带出；禁止写危险动作或医学结论。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 把观察落在喝奶后肚子舒不舒服、拍嗝后能不能躺一会儿、有没有哼唧、便便形态和频率这些小事上。
- 可以自然带到便便，但不要硬塞；不要用便便直接证明产品功效。
- 不要写成专业诊断、治疗方案或药物效果，也不要用抽象的吸收判断或肚肚状态结论。

可参考素材：
- 娃饭后还会喝一顿奶，刚喝不到俩星期，喝完没嚷嚷肚子不舒服，傍晚也少闹一阵。
- 吃得杂以后我最怕便便乱，喝了十几天，嗯嗯形态好观察些，拉的时候顺当一点。
- 睡觉前那顿喝完以后没有翻来覆去很久，第二天早上精神也还行，我就继续这样看着。
- 晚饭后还会自己拿勺扒两口，临睡那顿喝完没翻来覆去很久，第二天嗯嗯也好处理。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
1-3岁，3-6个月，消化吸收,"## 产品使用体验

你宝宝的月龄：1-3岁。
喝源悦时间：3-6个月。
本文围绕消化吸收相关体验来写。

提示：
- 像在聊自家宝宝的消化吸收体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：转源悦第3个月、喝到第三个月、三四个月左右、喝了几个月、这几个月下来、喝了有一段时间、喝了小半年、快小半年、第5个月打卡；别每篇都用同一种说法。
- 生活场景可以从出门玩、跑几步、自己拿勺吃两口、搭积木、翻书、拆玩具包装、睡前奶这些细节带出；禁止写危险动作或医学结论。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 把观察落在喝奶后肚子舒不舒服、拍嗝后能不能躺一会儿、有没有哼唧、便便形态和频率这些小事上。
- 可以自然带到便便，但不要硬塞；不要用便便直接证明产品功效。
- 不要写成专业诊断、治疗方案或药物效果，也不要用抽象的吸收判断或肚肚状态结论。

可参考素材：
- 娃饭后还会喝一顿奶，三四个月左右，喝完没嚷嚷肚子不舒服，临睡那会儿也少闹一阵。
- 吃得杂以后我最怕嗯嗯乱，喝了有一段时间，嗯嗯形态好观察些，拉的时候顺当一点。
- 睡觉前那顿奶喝完以后没有翻来覆去很久，第二天早上精神也还行，我就继续这样看着。
- 晚饭后还会自己扒两口，临睡那顿喝完没翻来覆去很久，第二天嗯嗯也好处理。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
1-3岁，6个月以上，消化吸收,"## 产品使用体验

你宝宝的月龄：1-3岁。
喝源悦时间：6个月以上。
本文围绕消化吸收相关体验来写。

提示：
- 像在聊自家宝宝的消化吸收体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：长期喝下来、喝了大半年、半年真实反馈、喝了180多天、第6个月打卡、持续喝中、从第一次喝到现在、喝了挺久；如果和宝宝阶段可能冲突，就用“一直喝着/长期喝下来”，别硬写具体天数。
- 生活场景可以从出门玩、跑几步、自己拿勺吃两口、搭积木、翻书、拆玩具包装、睡前奶这些细节带出；禁止写危险动作或医学结论。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 把观察落在喝奶后肚子舒不舒服、拍嗝后能不能躺一会儿、有没有哼唧、便便形态和频率这些小事上。
- 可以自然带到便便，但不要硬塞；不要用便便直接证明产品功效。
- 不要写成专业诊断、治疗方案或药物效果，也不要用抽象的吸收判断或肚肚状态结论。

可参考素材：
- 娃饭后还会喝一顿奶，喝了挺久，喝完没嚷嚷肚子不舒服，那一顿也少闹一阵。
- 吃得杂以后我最怕便便乱，这段时间嗯嗯形态更好判断些，拉的时候没有之前那么费劲。
- 临睡那顿喝完以后没有折腾太久，第二天早上状态也还行，我就先这样观察。
- 一直喝着这段时间，晚饭后还会自己拿勺扒两口，睡觉前那顿喝完没有折腾太久，第二天嗯嗯也好处理。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
0-6个月，3个月内，便便问题,"## 产品使用体验

你宝宝的月龄：0-6个月。
喝源悦时间：3个月内。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：刚喝不久、转奶第2周、喝了不到10天、尝试了一周多、喝了十几天、才喝半个月、这两周下来、差不多两个月整、喝了60多天、不到俩月、喝到第三个月；别写成已经喝了很久。
- 生活场景可以从趴卧抬头、翻身前后、吃手、抓手指/抓带柄玩具、洗澡、拍嗝这些细节带出；不得出现明显超过阶段的移动、站立或奔跑动作，也别用危险小物练手。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 之前纸尿裤我一天翻好几次，喝了十几天，嗯嗯软一点，拉的时候没那么憋得小脸红。
- 我主要看拉出来的状态，不敢乱下结论。转奶第2周，没有老是小硬粒，擦屁屁的时候也顺当一点。
- 有时还是会前后差一天，但比之前好摸规律，我不用每天围着这事儿紧张。
- 我换的时候顺手看一眼，这一小段时间不是老有小硬粒，练抬头前后也没憋得小脸通红。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
0-6个月，3-6个月，便便问题,"## 产品使用体验

你宝宝的月龄：0-6个月。
喝源悦时间：3-6个月。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：转源悦第3个月、喝到第三个月、三四个月左右、喝了几个月、这几个月下来、喝了有一段时间、喝了小半年、快小半年、第5个月打卡；别每篇都用同一种说法。
- 生活场景可以从趴卧抬头、翻身前后、吃手、抓手指/抓带柄玩具、洗澡、拍嗝这些细节带出；不得出现明显超过阶段的移动、站立或奔跑动作，也别用危险小物练手。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 那会儿我一天看好几次，喝了几个月，嗯嗯软一点，拉的时候没那么憋得小脸红。
- 我主要还是看拉的状态，不敢乱下结论。喝了有一段时间，没有老是小硬粒，擦屁屁的时候也顺当一点。
- 有时前后还是会差一天，但比之前好摸规律，我不用每天围着这事儿紧张。
- 换的时候我顺手看一眼，快小半年，不是老有小硬粒，抬头练习着练抬头前后也没憋得小脸通红。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
0-6个月，6个月以上，便便问题,"## 产品使用体验

你宝宝的月龄：0-6个月。
喝源悦时间：一直在喝。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：长期喝下来、喝了大半年、半年真实反馈、喝了180多天、第6个月打卡、持续喝中、从第一次喝到现在、喝了挺久；如果和宝宝阶段可能冲突，就用“一直喝着/长期喝下来”，别硬写具体天数。
- 生活场景可以从趴卧抬头、翻身前后、吃手、抓手指/抓带柄玩具、洗澡、拍嗝这些细节带出；不得出现明显超过阶段的移动、站立或奔跑动作，也别用危险小物练手。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 以前我总忍不住翻尿不湿，这段时间下来拉出来软一点，拉的时候没那么憋得小脸红。
- 我还是习惯先看换下来是什么样，不敢乱下结论。这段时间没有老是小硬粒，擦屁屁的时候也没有之前那么费劲。
- 有时前后还是会差一天，但大概能摸到规律，我不用天天盯着这事儿。
- 我换的时候顺手看一眼，这段时间不是老有小硬粒，贴在我身上着练抬头前后也没憋得小脸通红。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
7-12个月，3个月内，便便问题,"## 产品使用体验

你宝宝的月龄：7-12个月。
喝源悦时间：3个月内。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：刚喝不久、转奶第2周、喝了不到10天、尝试了一周多、喝了十几天、才喝半个月、这两周下来、差不多两个月整、喝了60多天、不到俩月、喝到第三个月；别写成已经喝了很久。
- 生活场景可以从坐着玩、爬爬垫、匍匐爬/手膝爬、抓小玩具、翻布书、扶着沙发站、扶奶瓶这些细节带出；不得出现明显超过阶段的高活动量动作。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 小碗饭加了以后肚子那阵容易乱，才喝半个月，不是那种忽干忽稀，收拾起来好处理一点。
- 他醒着时玩得多，我就看拉臭臭费不费劲。喝了有些天，没有老憋着，小表情也轻松些。
- 不是每天都一模一样，但喝了有些天，大概能摸到点规律，外面也不用一直担心路上翻车。
- 他醒着时爬来爬去，尿不湿我还是会多看两眼，喝了有些天，拉出来的状态好收拾些，外面也少担心翻车。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
7-12个月，3-6个月，便便问题,"## 产品使用体验

你宝宝的月龄：7-12个月。
喝源悦时间：3-6个月。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：转源悦第3个月、喝到第三个月、三四个月左右、喝了几个月、这几个月下来、喝了有一段时间、喝了小半年、快小半年、第5个月打卡；别每篇都用同一种说法。
- 生活场景可以从坐着玩、爬爬垫、匍匐爬/手膝爬、抓小玩具、翻布书、扶着沙发站、扶奶瓶这些细节带出；不得出现明显超过阶段的高活动量动作。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 米糊加上来后，肚子那阵有时会乱，近两个月看下来，不是那种忽干忽稀，收拾起来好处理一点。
- 醒着时他玩得多，我就看拉臭臭费不费劲。喝了一段时间，没有老憋着，小表情也轻松些。
- 也不是每天都一样，但喝了有一段时间，大概能摸到点规律，外面也不用一直担心路上翻车。
- 醒着时他爬来爬去，尿不湿我还是会多看两眼，三四个月左右，拉出来的状态好收拾些，外面也少担心翻车。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
7-12个月，6个月以上，便便问题,"## 产品使用体验

你宝宝的月龄：7-12个月。
喝源悦时间：6个月以上。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：长期喝下来、喝了大半年、半年真实反馈、喝了180多天、第6个月打卡、持续喝中、从第一次喝到现在、喝了挺久；如果和宝宝阶段可能冲突，就用“一直喝着/长期喝下来”，别硬写具体天数。
- 生活场景可以从坐着玩、爬爬垫、匍匐爬/手膝爬、抓小玩具、翻布书、扶着沙发站、扶奶瓶这些细节带出；不得出现明显超过阶段的高活动量动作。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 加了吃的以后我更怕臭臭乱，喝了挺久不是那种忽干忽稀，收拾起来好处理一点。
- 他醒着时玩得多，我就看拉臭臭费不费劲。这段时间没有老憋着，小表情也没有之前那么难受。
- 不是每天都一模一样，但持续喝着，大概能摸到点规律，外面也不用一直担心路上翻车。
- 爬爬垫上折腾一阵后，尿不湿我还是会多看两眼，这段时间拉出来的状态不难处理些，外面也没有之前那么怕翻车。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
1-3岁，3个月内，便便问题,"## 产品使用体验

你宝宝的月龄：1-3岁。
喝源悦时间：3个月内。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：刚喝不久、转奶第2周、喝了不到10天、尝试了一周多、喝了十几天、才喝半个月、这两周下来、差不多两个月整、喝了60多天、不到俩月、喝到第三个月；别写成已经喝了很久。
- 生活场景可以从出门玩、跑几步、自己拿勺吃两口、搭积木、翻书、拆玩具包装、睡前奶这些细节带出；禁止写危险动作或医学结论。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 吃得杂以后便便有时没准，才喝半个月，这些天拉的时候顺当一点，收拾起来也省事。
- 我没追求每天准点，就是别老憋着难受。转奶第2周，拉出来的状态看着正常些，我不用反复确认。
- 有时饭菜吃多了还是会变化，但整体好观察一些，不用老围着厕所这事转。
- 吃得杂以后我就看厕所这事，刚喝不久，拉的时候顺当一点，玩完回来也少为这事儿折腾。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
1-3岁，3-6个月，便便问题,"## 产品使用体验

你宝宝的月龄：1-3岁。
喝源悦时间：3-6个月。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：转源悦第3个月、喝到第三个月、三四个月左右、喝了几个月、这几个月下来、喝了有一段时间、喝了小半年、快小半年、第5个月打卡；别每篇都用同一种说法。
- 生活场景可以从出门玩、跑几步、自己拿勺吃两口、搭积木、翻书、拆玩具包装、睡前奶这些细节带出；禁止写危险动作或医学结论。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 吃得杂以后，我发现便便有时没准，喝了有一段时间，拉的时候顺当一点，收拾起来也省事。
- 我没追求每天准点，就是别老憋着难受。这段时间下来拉出来的状态看着正常些，外面也少担心翻车。
- 饭菜吃多的时候还是会变，但整体好观察一些，不用老围着厕所这事转。
- 吃得杂以后我就看厕所这事，近两个月看下来，拉的时候顺当一点，玩完回来也少被这事儿打乱。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
1-3岁，6个月以上，便便问题,"## 产品使用体验

你宝宝的月龄：1-3岁。
喝源悦时间：6个月以上。
本文围绕便便问题相关体验来写。

提示：
- 像在聊自家宝宝的便便问题体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：长期喝下来、喝了大半年、半年真实反馈、喝了180多天、第6个月打卡、持续喝中、从第一次喝到现在、喝了挺久；如果和宝宝阶段可能冲突，就用“一直喝着/长期喝下来”，别硬写具体天数。
- 生活场景可以从出门玩、跑几步、自己拿勺吃两口、搭积木、翻书、拆玩具包装、睡前奶这些细节带出；禁止写危险动作或医学结论。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 便便相关只保留宽边界：可以写日常观察和照顾感受，禁止写成治疗便秘、调理肠胃或保证每天规律。
- 少用抽象结果词，改成几天一次、有没有小硬粒、擦屁屁时的观察、拉完小表情这些细节。
- 不要把便便变化写成产品保证，也不要每篇都写“固定每天一次”。

可参考素材：
- 吃得杂了，便便偶尔也没准，喝了大半年，拉的时候顺当一点，收拾起来也省事。
- 我没追求每天准点，就是别老憋着难受。这些日子拉出来的状态看着正常些，我心里踏实。
- 有时饭菜吃多了还是会变化，但整体更好判断一些，不用老围着厕所这事转。
- 吃得杂以后我就看厕所这事，这段时间拉的时候没有之前那么费劲，玩完回来也不用老被这事儿牵着。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
0-6个月，3个月内，过敏相关,"## 产品使用体验

你宝宝的月龄：0-6个月。
喝源悦时间：3个月内。
本文围绕过敏相关体验来写。

提示：
- 像在聊自家宝宝的过敏相关体验，语气像真实妈妈分享，不要写成品牌总结或功效说明。
- 行为和细节注意符合宝宝阶段；正文禁止写宝宝明确月龄，比如“七个多月”“半岁”“七八个月”这类说法。可以按喝源悦时间写产品使用时长，比如“不到俩月”“转源悦几个月后”；但不要写“宝宝几个月开始喝/从几个月喝到现在”这种暴露月龄或容易冲突的组合。
- 使用时间可以换着写：刚喝不久、转奶第2周、喝了不到10天、尝试了一周多、喝了十几天、才喝半个月、这两周下来、差不多两个月整、喝了60多天、不到俩月、喝到第三个月；别写成已经喝了很久。
- 生活场景可以从趴卧抬头、翻身前后、吃手、抓手指/抓带柄玩具、洗澡、拍嗝这些细节带出；不得出现明显超过阶段的移动、站立或奔跑动作，也别用危险小物练手。
- 大运动和精细动作只作为生活背景和阶段真实感，不要把背景动作写成产品带来的结果或能力变化。
- 围绕敏感宝宝选奶谨慎、做功课、小量尝试、入口接受度和喝后观察来写。
- 禁止写抗敏、治疗、检测结论、疹子退了、小红点消了、脸不红了这类症状改善。
- 可以写家长继续观察皮肤、肚子、便便和喝奶反应，但不要给保证。

可参考素材：
- 家里这个小敏宝换奶我不敢猛来，刚转过来没几天，先看入口接不接受，喝完有没有明显闹。
- 我选奶会先看配方和转奶方式，刚开始就是少量试，皮肤和肚子都继续观察着。
- 之前换口粮我很谨慎，这次也没急着下结论，能喝进去、不排斥，我才慢慢放心一点。
- 换奶我还是一点点来，先看他入口接不接受，喝完能不能安静抓会儿我的手指，皮肤和肚子继续观察。

注意：参考素材只提供语义方向，生成时换一种自然说法。"
